comment,sentiment_scores,sentiment,subjectivity,word_count
Your the GOAT Ken! Your channel and in-depth breakdowns have been invaluable to my studies. Thank you!,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4738}",Positive,0.0,17
"Thank you, very interesting!","{'neg': 0.0, 'neu': 0.257, 'pos': 0.743, 'compound': 0.6989}",Positive,0.65,4
😍❤,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"thanks alot ken
 ,would you tell me what i have to learn(tools) to be able to go through this three projects","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",Positive,0.4125,22
Very nice,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",Positive,1.0,2
I just finished basic to python and library so when I can be able to check  this projects?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.375,18
"It's really difficult to read your screen, it's too small","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4201}",Negative,0.7,12
"I am a physicist, and I need to learn data, science, and machine learning for experimental physics, material science, 2D material Identification (their quantum properties, and so on). as It seems, I must learn it if I wish to survive in my knowledge domain.","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4019}",Positive,0.4,44
Sir we want you to please do a live project with us!!! 🙏🙏,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.5386}",Positive,0.5,13
"Hi, I want to lean data analytics for my term paper in college and i have to make a basic project on it. So i wans hoping if anyone can tell me from where to start data analytics and is there any discord server or group which can help me . 
-- Thanks a lot","{'neg': 0.048, 'neu': 0.776, 'pos': 0.176, 'compound': 0.7414}",Positive,0.1625,53
👍👍👍👍👍,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"Great Content. 
You really explain things in layman terms. Thankss!","{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.6588}",Positive,0.475,10
i'd like to try cyber security with data science,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.5994}",Positive,0.0,10
thank you,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",Positive,0.0,2
great tips,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",Positive,0.75,2
"This is a great help, I am a bachelors student and I really want to be able to give value in future. I’ve been wondering how to start learning by experience and this video encouraged my search. Thanks.","{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.9348}",Positive,0.38,40
Hi Ken. I totally relate with everything you’ve said. I’m currently in grad school and it’s a struggle grasping the concepts and being expected to apply these concepts towards successfully completing the program,"{'neg': 0.067, 'neu': 0.841, 'pos': 0.093, 'compound': 0.2263}",Positive,0.625,39
"Hey Ken I have some data that rates menu items as keep, change or n/a - how do I analyze this?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,20
"Thank you for the video. I can now see a way to begin. I always thought when doing a new thing, where to start is the most difficult step.","{'neg': 0.099, 'neu': 0.813, 'pos': 0.088, 'compound': -0.0754}",Negative,0.6515151515151515,29
"Watching in early 2022. I really like this breakdown of process and how to think about solving problems. I'm a musician, producer and recording engineer and a lot of these....learn-by-doing and divergent thought processes remind me a lot of how to get a good mix or composing. Really excited on this journey","{'neg': 0.049, 'neu': 0.757, 'pos': 0.194, 'compound': 0.7956}",Positive,0.4625,54
One thing I appreciate about your videos is how you tell us about the challenges we will face as beginners but give us the assurance of overcoming these challenges. Thanks for this video. It means a lot to me.,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.8555}",Positive,0.2,39
Helping the algo.,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",Positive,0.0,3
What should we know before we start these projects?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
Any recommendations for Kaggle projects that focus on r ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
Can we create a data science project that connects the different patterns of star system to know if they are constellations or not?,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",Positive,0.6,23
love it!,"{'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.6696}",Positive,0.6,2
"Finally we have someone on internet who is really putting you on the right path of learning data science and ML, thanks a tonne! I was completely lost and frustated, I will recommend this channel to my friends and colleagues.","{'neg': 0.058, 'neu': 0.743, 'pos': 0.198, 'compound': 0.7351}",Positive,0.4671428571428572,40
video starts at 2:10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,4
"Thanks Ken, any prerequisite basic knowledge that is required to start digesting these projects and trying them out?
I’ve always learned new technical stuff specifically in on-job learning format far better than classroom setup. Want to start learning ML, should I start with these projects without any other prerequisites?","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.755}",Positive,0.39350649350649347,51
"Hey, this was helpful, I am looking for big data to process and analyze thru Hadoop and python. Do you have any resources ?","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4215}",Positive,0.1,23
Started with Coursera and I'm so glad YouTube recommended you. Will definitely be using Kaggle. Thanks so much,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.8893}",Positive,0.475,19
"One question 

A very first day of learning and I am land to this video is it worth if I cross educate myself?","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",Positive,0.17777777777777778,23
Thanks for tips!,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4926}",Positive,0.2,3
ken i have completed intro and intermediate  of ml can i start with a project now?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,16
"Thanks ken, absolutely great videos :)","{'neg': 0.0, 'neu': 0.221, 'pos': 0.779, 'compound': 0.8899}",Positive,0.65,5
"Hi, I'm relatively new to the data sciences field. I conducted a social experiment and survey for my class to determine the level of susceptibility to disinformation, controlling for both weekly online hours and strength in political party affiliations. The results were interesting, but I wanted to improve on the experiment by:
1. increasing the number of participants
2. improving the set of questions
3. collecting which sites had the most activity for each participant on a given week. 

This would be considered a regression problem, yes? Since I am attempting to predict performance based on consistent behavior. What programs would be considered ideal to collect this type of data for my analysis?","{'neg': 0.028, 'neu': 0.785, 'pos': 0.187, 'compound': 0.9569}",Positive,0.41017316017316013,114
Really great video! Just what I needed. Thanks 👍,"{'neg': 0.0, 'neu': 0.397, 'pos': 0.603, 'compound': 0.8217}",Positive,0.475,9
great . . .  thank you,"{'neg': 0.0, 'neu': 0.132, 'pos': 0.868, 'compound': 0.765}",Positive,0.75,3
"As a newstarter: Kaggle.com and jump straight into tutorials and projects, or 360 Data Science and go through a structured course? Be honest","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6369}",Positive,0.65,23
"I think I'm pretty late to comment, but your content is really helpful and since learning data science can be overwhelming at times, your content balances out that just fine.
Thanks for creating such helpful content.
P.s :- I think you use algo to like all the comments XD jk","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.985}",Positive,0.5714285714285714,50
Thanks for the quality content!,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4926}",Positive,0.2,5
Best video. Looking forwars to your vidoes.,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",Positive,0.3,7
3:00,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"#66 + 5: Great timing as always!!!
I know, my next step is Kaggle 👍 I’m studying these concepts, which will be great to put into practice! 🏡 Yay!
#66datsofdata","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9296}",Positive,0.5,31
Thank you!.,"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4199}",Positive,0.0,2
"How about Dataquest, is it good for beginners too?","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",Positive,0.6000000000000001,9
Looking handsome jee.u always ❤️,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",Positive,1.0,5
Thank you,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",Positive,0.0,2
Thank you,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",Positive,0.0,2
Thanks definitely adding weight in YT algorithm.,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6808}",Positive,0.35,7
"I am just starting out my journey in the field of data science and I find your videos to be really informative and at the same time motivating too.
It was so kind of you to share your personal experience, thoughts and knowledge about what you know to the world.
It really shows how a person's ability lies in their will.
So, I really thank you and wish for great life ahead. 😊😊","{'neg': 0.034, 'neu': 0.753, 'pos': 0.213, 'compound': 0.9296}",Positive,0.34687500000000004,74
"I'm on the way of data scientist, kaggle python learned, now I'll again learn python from utube videos, than ml and neural network deep network and side wise kaggle projects. So how's my plan sir","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.4767}",Positive,0.65,38
Good stuff! Thank you for sharing. I am taking online courses and your videos give me helpful insights. I also like the short length of your videos which is very efficient. Thanks!,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9604}",Positive,0.35000000000000003,32
Great video,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",Positive,0.75,2
Thx!,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4199}",Positive,0.0,1
The Jon Snow of data science.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
"Love the ""Modular, Git-R-Done"" approach of Kaggle learn and these projects!","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6696}",Positive,0.6,11
Awesome video. Its so helpful for beginners like me.,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.8811}",Positive,1.0,9
"Clear as water, thanks","{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.6705}",Positive,0.29166666666666663,4
"Thank you, Data Professor.","{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",Positive,0.0,4
"The iris dataset is ideally suited for regression, classification, and clustering projects for beginners. Working with a single dataset and learning which types of machine learning algorithms are possible and appropriate can reduce the time before you can tackle resume-worthy projects. Another useful skills is the ability to compare approaches (regression vs. classification vs. clustering) so you are ready to make recommendations to your manager or client or even your team about why a certain approach or algorithm is better-suited to the task at hand.","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.9333}",Positive,0.5408163265306122,85
"I am a beginner as a data analyst and looking for projects to practise with, I didn't learn ML yet so if any projects I can practise for my situation would be great.
and if I used the data given in titanic project and build some prediction but without using ML, would that be right?","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.3716}",Positive,0.6428571428571428,56
Can we apply linear regression on titanic project?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,8
Thanks 🙏🏻👌🏻💯,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive,0.2,2
thanx. There is 1 funny thing: your screen backround is so inperfect ...It was  annoying me during the whole viedeo. Put that ball in that damn hole! :)))))),"{'neg': 0.175, 'neu': 0.736, 'pos': 0.089, 'compound': -0.4199}",Negative,0.825,27
"Before delving into machine learning I recommend aspiring data scientists hone data cleaning and exploratory data analysis skills. Data familiarization and cleaning being foundational skills. There are smallish datasets that are appropriate for beginners and which can be visually scanned to confirm the findings reported. For example, the automobile fuel efficiency dataset available from UCI contains 'marked' missing values for some numeric data, data entry mistakes primarily in the make and/or model; not every make and model combination is present more than one year, and two fuel types are present. The data source makes available the original dataset as well as a subset still requiring further cleaning, along with a codebook describing the data and each variable. Many instructors tell you to begin by plotting the data but this approach has two problems: you do not know if there are any missing values or other incorrect values which can lead to plots which are erroneous or simply cannot be rendered; and you have not spent sufficient time understanding the raw data and the types of questions it might be able to answer.","{'neg': 0.068, 'neu': 0.852, 'pos': 0.08, 'compound': 0.0644}",Positive,0.36343406593406585,183
Do you think smaller projects like these could be fine for an internship resume's?,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5106}",Positive,0.5,15
"Awesome video man!!!
Also, I wanted to ask if you could talk about how you would approach building a model for Optical Character Recognition (OCR) bcoz no matter how hard I try I don't understand how to go about it.","{'neg': 0.086, 'neu': 0.768, 'pos': 0.146, 'compound': 0.5386}",Positive,0.7708333333333333,41
This clip is your best clip that suits me 😎thx bro,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",Positive,0.3,11
cool !!!!!!!!,"{'neg': 0.0, 'neu': 0.224, 'pos': 0.776, 'compound': 0.5374}",Positive,0.65,1
"Thanks for saying ""don't get overwhelmed""! Find your videos very helpful. Keep posting, Ken!","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.7634}",Positive,0.25,15
Any good data sets for a time series project? Or anomaly detection?,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.504}",Positive,0.6000000000000001,12
thanks),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.2,1
Hello Sir I want to start my MS career in Data Science I need your help sir.,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.4588}",Positive,0.0,17
"Can u suggest me which projects are best to build my resume .I am very interested in data science.i am trying to get an intern as a data scientist . Can u also suggest me which companies are best to apply.
Thanks in advance :) 🙂","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.9538}",Positive,0.49000000000000005,44
"Can you please link your wallpaper?
Thanks","{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}",Positive,0.2,7
"Hi Ken, I just finished my one-year data science study. However, it seems that I learned many things but I can not apply them well. I do not know how should I prepare to find a job. Statistics, Python, SQL, and R, they are just like familiar strangers to me. Can you give me any suggestions? I do not know where I should start. Thank you!","{'neg': 0.035, 'neu': 0.859, 'pos': 0.106, 'compound': 0.6779}",Positive,0.5,66
"Great content man, I'm from Peru and I can't stop  watching","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.7174}",Positive,0.75,13
"I struggle with things that take a long time. If I spend several years to become a master, what will I I actually have in the end? I will be able to predict some things. I guess the hardest thing for me to think about is that 5 years will be gone and will it be worth it. Maybe by then AI will do everything automatically. Like trying to program an operating system with assembly language or something.","{'neg': 0.032, 'neu': 0.908, 'pos': 0.061, 'compound': 0.2732}",Positive,0.24500000000000002,78
"I started going through the Kaggle courses. The big picture makes sense, but I always forget syntax and stuff.","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3291}",Negative,0.1,19
upvote for sports analytics projects!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,5
"Hello Ken and all data scientists here,
I just started my Data science journey and currently I am going through Machine learning.
In ML course which I am enrolled they mostly use sklearn library to build models.
Is that a best approach or should I learn building model from scratch?","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.6369}",Positive,0.39999999999999997,50
thanks for the recommendations. I am a sas user instead of Python or R although i just started to learn Python ... any suggestions ?,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",Positive,0.2,23
"Nice video Ken, thanks for explaining it so well, easy to get frustrated with learning! So I don't need to be a data scientist to get a job in data science, In the process of learing python, data analysis looks to be a good area to get work in where i live, am i on the right track?","{'neg': 0.053, 'neu': 0.716, 'pos': 0.231, 'compound': 0.8863}",Positive,0.5527210884353742,59
Amazing information ken!,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6239}",Positive,0.9,3
Your videos are raw and genuine you have earned a subscriber today.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.4807692307692308,12
"Thanks for the amazing efforts you put on this..
Will start with the housing","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.7717}",Positive,0.55,14
Thanks Ken I'm a spanish computer professional. I'm trying to introduce in ML world to change my career and your videos have help me to center my studies.,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.6808}",Positive,0.1,30
"Hello Ken,

Thanks for making this informative video.
I have finished the basics of python and the Pandas course on Kaggle. I'm planning to pick Geospatial analysis and my next pick. Am I good to go to proceed to hands-on these projects? If not, could you please refer me to what should I pick next.","{'neg': 0.035, 'neu': 0.863, 'pos': 0.102, 'compound': 0.5911}",Positive,0.2,56
"Hi Ken, thanks a lot for these informative videos.. For a beginner, to whom this video is intended, how many weeks would it take to complete these 3 preliminary projects? Lets say, if one were to devote a couple of hours every day to work on these ( 2 hours is an guesstimate because at this preliminary stage, most learners are balancing full time job or education ).. I ask this, because I want to follow the path but not have unrealistic expectations and beat myself.. at the same time, I would like to know what a reasonable timeframe for completion would be..","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.7227}",Positive,0.48437500000000006,101
Is it necessary to do a online course to become a data science?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,1.0,13
"This is what I'm looking for, thanks","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",Positive,0.2,8
"Hey Ken,
Hope you are doing well. Thanks for an awesome video. I recently started following your videos and the content is too good.
I had a query related to the career options.
I am an experienced professional working on SAP BW (data warehousing solutions), and lately I have developed interest in learning python to add to my skill set. Since I am related to analytics, I wanted to know how fine it would be for me to move into field of data science or data engineering.
Any suggestions is highly appreciated.
Btw thanks for accepting my connection request on LinkedIn.🙂","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.98}",Positive,0.4035714285714286,101
"Hello am a beginner in machine learning, I want to work on a sales forecasting project. Is there any way you can help me with tutorial videos. Thank you","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.6705}",Positive,0.0,29
"Hi Ken, Thank you very much for sharing these info!! I am following you as a guide for my Data Science journey, so I really appreciate everything you do! Currently I am an account Manager but I feel burning in me the love for data science. Data are my daily bread, so I would like to manage data in a deep way and creating new value by doing it.  I agree that the best way for learning Data Science is by doing projects, so do you think that the best could be finding projects for ""beginners"" on Kaggle or it could be better to do Kaggle projects without any kind of ""limit"" (so in this case just with the purpose of increasing skills by doing different kind of data analysis)?  Thank you again Ken and have a great day :)","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9953}",Positive,0.4790340909090909,139
Great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",Positive,0.75,1
"Thanks for the tips!
5:44 I believe MNIST images are 28x28. So it would be 784 pixels per image","{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4926}",Positive,0.2,19
Ghhh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
Ghhnn,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"Nice! Having joined Kaggle recently, and due to one of your recommendations (thanks and kuddos by the way :D ) ... I feel that I am now ready to start these kind of projects. Since I did followed successfully the two first courses of Frank kane, it seems like a natural progression for me.","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.9503}",Positive,0.5908333333333334,52
Very helpful video man. You've gained a sub,"{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.6901}",Positive,0.3,9
"I started studying Data Science in April, I'm definitely going to be working on these projects. Thanks for this channel it is awesome! I just found it...please continue to make quality content :D","{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.9328}",Positive,0.675,35
"Hi Ken, your videos are very educational. Thanks a lot for putting out this content. I'm trying to combine my experience in working in start-up finance to transition to data science. What do you think the challenges will be coming from a non CS background?","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.539}",Positive,0.2625,46
"hi ken, i have been learning data science with python after losing my job in pandemic as web developer(wordpress, html, php etc) . can i get a good job.. do i have a good chance??","{'neg': 0.073, 'neu': 0.699, 'pos': 0.228, 'compound': 0.6767}",Positive,0.6000000000000001,35
"Hey Ken! I'm from India. I still have three left until the completion of my college degree. I just now learnt python. I  wanna purse my career in data science, so where should I start from? Thank you :)","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6996}",Positive,0.5,40
Thanks to you .From two weeks I was confused where to start in kaggle keep it up👍,"{'neg': 0.12, 'neu': 0.729, 'pos': 0.151, 'compound': 0.1531}",Positive,0.44999999999999996,17
"Ken i have question? 
Can a mechanical engineer student apply for masters in data science colleges in uk/canada/europe ?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,18
"I want to analysis some data on people reaction over Facebook in COVID-19 pandemic. Will you kindly suggest me some project on it, that will be very helpful for me.","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7645}",Positive,0.6,30
"Thanks Ken,  once I have finished learning the fundamentals (midway through online course and Kaggle courses), will get these done,  your videos are very helpful!","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7419}",Positive,0.25,25
"I think the point you make around 6:30 is a really good one in general for all forms of science and engineering. It's really about practice at the end of the day. We're not born math geniuses, we learn math through repetition and problem-solving. Same thing applies to data science and programming. The more you practice it, the better you get and little by little the overwhelming problems seem a little less... overwhelming :)","{'neg': 0.031, 'neu': 0.856, 'pos': 0.113, 'compound': 0.7501}",Positive,0.5378205128205128,75
Good info,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive,0.6000000000000001,2
Hello. I am 1 week into learning Python. Sorry for this dumb question but is data science part of machine learning?,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.3182}",Negative,0.75,21
"Excellent content, thanks!","{'neg': 0.0, 'neu': 0.127, 'pos': 0.873, 'compound': 0.784}",Positive,0.6,3
Is it possible to do these in R?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,1.0,8
"Hey Ken, apart from the Kaggle micro course, could you recommend a Coursera course (or the like) to better understand ML for a beginner?","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6597}",Positive,0.5,24
Superb dude!!Thank you,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.6892}",Positive,1.0,4
"From last one month I am learning data science but I was little bit confused that where should I apply this knowledge but after watching your video now I can do some projects in data science
Thank you.....!😊","{'neg': 0.067, 'neu': 0.84, 'pos': 0.093, 'compound': 0.2522}",Positive,0.4222222222222222,39
"i like to watch your videos...
being a lecturer and learner its really helps me to catch right path for learning 
all the best..love from INDIA","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.659}",Positive,0.3678571428571429,27
"I'm trying to decide if this field is for me. I use Sales Force at work and  occasionally have to pull raw data from it. I use rudimentary search words or phrases to try to isolate cases our front line agents log from their customer contacts.

Often, however, there are limits to the results I get and almost always the data I get is so poorly captured that it inevitably means I have to manually read hundreds of thousands of records individually to see if there are trends. The categorization of the data is a separate challenge of its own.

We have folks who created a system that does this automatically, however, it's still high level information the way the issues get bucketed. It's also about 2-3 days behind so trying to get data real time is another limit.

I'm new to this, so I envision being to run raw data up to hour and be able to paint the picture of what's driving call volume, trends, for example, that we may need to act on immediately and then having technology/automation do the grunt work to classify the data and give me actionable information to present to my team and leadership. But as I see it, there's the obstacle of getting good data from the agents as the major issue in its own.  Is this even possible? Has anyone else run into this?

I was planning to take an IBM data science course on EdX. It's good to know about Kaggle. I'll check them out. Thanks for this presentation, good stuff.","{'neg': 0.017, 'neu': 0.913, 'pos': 0.069, 'compound': 0.9295}",Positive,0.5583811188811187,269
This is really helpful. Thank you Ken,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.707}",Positive,0.2,7
"What are the pre-requisite for these projects i.e python, R, Sql or a person who has completely no background of coding can do it??? Please do reply!!!","{'neg': 0.129, 'neu': 0.794, 'pos': 0.076, 'compound': -0.3837}",Negative,0.4,27
"Thank you for the tip, I knew about titanic dataset but wasan't aware of the others in kaggle (exept in courses where they used it)
Is it overkill to solve one of those with deep learning or do you recommend the basics of supervised ML?","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.7351}",Positive,0.325,46
"Thank you, that's great video!","{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.784}",Positive,0.75,6
"Thanks for the tips, expecially the part were you mentioned that you have passed the fear and it is a natural process of learning, because i am having that feeling now,  there are so many things to learn.","{'neg': 0.076, 'neu': 0.76, 'pos': 0.164, 'compound': 0.4019}",Positive,0.3666666666666667,38
Are there any prerequisites for starting with these project. Like in my case i know basic python and    i  am okay at stats but i have no  knowledge about  machine learning topics.,"{'neg': 0.087, 'neu': 0.812, 'pos': 0.1, 'compound': -0.1531}",Negative,0.24166666666666667,32
I am a computer engineering student here in ph trying to find a topic/problem to solve for my thesis. Any ideas you might have?,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2023}",Positive,0.0,24
