comment,sentiment_scores,sentiment,subjectivity,word_count
"Hi I am studying data science in university in South Africa
I need advice with my career","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,17
"No mySQL for data science? Right now my path is Dr Chucks Python course, then packages like pandas and matlab, then mySQL, then some type of machine learning or ai. I've also been writing data science project ideas down but don't want to try and crack into them yet because I still barely know anything! Also I love your wall notes, I've wanted a big white board for SO LONG because my adhd brain will totally forget about my overarching goals and the smaller broken down steps. I also unfortunately have an insane amount of interests so it's hard for me to just stay stay stay on one path.","{'neg': 0.152, 'neu': 0.767, 'pos': 0.081, 'compound': -0.7771}",Negative,0.4646541950113379,113
"According to the number of view, we can easily deduce that data science professionals are the new blue collars","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.4019}",Positive,0.46262626262626266,19
Thank you bro. I’m a month old on python. Do you have beginner videos I can watch?,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",Positive,0.2,19
"Lets see he reply me i am no tech background mechanical engineering person in late 30 fear of coding, maths not good  i want to transition from current job to data analytics please guide","{'neg': 0.236, 'neu': 0.704, 'pos': 0.06, 'compound': -0.6935}",Negative,0.5333333333333333,34
Can i first learn dsa for college placements then I have to choose my domain data science..... Or I just go directly and get placement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.3666666666666667,25
👍👍,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"I don't want to become a Data Scientist, I want to become a Machine Learning Engineer, do I need to learn Data Science or something else?","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.1139}",Negative,0.0,27
I have noticed that you did not recommend any database languages like sql- is there a reason for that? (I’m not from the information systems/sciences field,"{'neg': 0.079, 'neu': 0.827, 'pos': 0.094, 'compound': 0.1002}",Positive,0.0,28
What's your opinion about google AI ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,7
Came back to watch this during my study time. Working through the algo then coming back to the theory and fitting them together. Preach 🙌🏽,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.16666666666666666,25
I am starting to learn now This road map will help me to reach Goal thanks 😇,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.6908}",Positive,0.15000000000000002,17
very good,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",Positive,0.7800000000000001,2
Thank u for sharing this,"{'neg': 0.0, 'neu': 0.274, 'pos': 0.726, 'compound': 0.6486}",Positive,0.0,5
I’m planing to get Bachelors in Data Science and I’m kind of confused as if I go with University or a College that provides Degree in it. Any kind of help is Appreciated. Thanks,"{'neg': 0.066, 'neu': 0.714, 'pos': 0.22, 'compound': 0.7196}",Positive,0.56,38
how much are you earning  in the meantime mate ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.2,9
nice haircut dude,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",Positive,1.0,3
So how can you get a job this way?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
I have a history B's and I am basically starting from scratch self teaching myself about programing and data science. Thank you for providing multiple pathways to the end result because I cannot afford to return to college but have time and am willing to learn on my own time. I'm a lost 24 yo and seeing this calmly explained with lots helpful learning tips. This is what YouTube is still great for. Thank you....year old video so I doubt that you or anyone will see it but still thank you,"{'neg': 0.069, 'neu': 0.731, 'pos': 0.2, 'compound': 0.929}",Positive,0.5071428571428572,95
"Hey man, wanted to ask where you got your wallpaper ;)","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2263}",Positive,1.0,10
Is that taking the paid course is good choice for data science?,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",Positive,0.6000000000000001,12
"Hi Ken, is a data scientist a software programmer? How to improve one's programming skills if one has had limited exposure or does not feel too confident about programming?","{'neg': 0.154, 'neu': 0.755, 'pos': 0.091, 'compound': -0.2472}",Negative,0.48809523809523814,30
If I had to choose between data science and cloud computing what should I choose ? Plz answer me,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",Positive,0.0,18
Great video! Thanks,"{'neg': 0.0, 'neu': 0.121, 'pos': 0.879, 'compound': 0.807}",Positive,0.475,3
"Thenks for this explication, my quastion is what do you think about Coursera Courses, like Applied Data Science with Python Spécialisation ? Mercii","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",Positive,0.0,22
"Today I’m starting my post graduate data science certification in January and it runs for 6 months, so some kind stranger(s) keep me accountable. A monthly check in will be nice :)","{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8583}",Positive,0.75,34
Thanks for creating this video and sharing your knowledge Ken. With reference to what you mentioned at 2:14. According to you what is just enough programming for Python before one starts looking into Data Science projects? What are the concepts of Python one must absolutely know before embarking on Data Science projects?,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.8053}",Positive,0.5333333333333333,52
Hi Ken. I'm currently studying anatomy and I'd love to do data science. What's your advice please? I've started online classes in SQL and Python already,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.7579}",Positive,0.5,30
"Hello ken, Hope you doing well!
I wanted to ask you that i want to do data science but i have done by bachelors in physics and knows lil bit about programming languages . So is this the right choice?
Is MBA in data science is different than the field  you are talking about?","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.5109}",Positive,0.5678571428571428,53
Doing a complete career change from social services to data analyst with no experience or degree. This video has been very helpful. Thanks!,"{'neg': 0.079, 'neu': 0.684, 'pos': 0.236, 'compound': 0.6557}",Positive,0.24166666666666664,23
"How data science is different depending on the industry, for example in a fin-tech, in a software development company, games development company, car factory, civil engineering, etc? it may be the volume of data, the processes, can you make a video about this topic please?
Interesting to me would be how much the skills transfer from one industry to another.","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.6553}",Positive,0.43333333333333335,60
Hei Ken! Any chance you can make a new video of this topic? It’s been a year and a lot has changed ! 😃,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3786}",Positive,0.45454545454545453,25
"Currently planning on BS in Engineering Physics and MS in Data Science, will this set me up for success? Or should I consider other degrees to properly set me up","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5719}",Positive,0.21875,30
"I have a great mindset for data, however I never code with Python, who can help me basic of Python language!…","{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7959}",Positive,0.4375,22
"Hi, Amazing videos you have! One question for you and for everyone. I actually work for the militaries and I don't have a degree, but I want to change careers. Would it be possible for me to get a job in an entry level position as a data analyst after finishing the IBM data analyst certificate??","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.5426}",Positive,0.6666666666666666,57
The choice of the video title is really attractive,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",Positive,1.0,9
"Hi, Thanks for your amazing video and tips. I am currently working as HR Professional. I have plans to move to different country and start my career all over as data scientist. After working for 7 years in HR, i feel this as a big change for me to start over. Do you think i would be able to learn it in time?","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.7717}",Positive,0.41785714285714287,63
"Hello, first thank you for the quality of the video, then I wanted to have your opinion please on a career path, I’m currently working as IT project manager but I’m taking one of 365datascience course for learning data science, and I want to pursue in this field, can I balance between the two correctly ? What’s the rythm you’re advising please ? 
Thank you in advance","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.8559}",Positive,0.3666666666666667,73
"thanks ken jee for informative videos..i have a concerning question regarding  choosing Data Science as non-tech background. with growing data science students would u think it will be still in demand in next 2-3 yrs or so, like if we start on this path it would take 2-3 yrs and by that time it might be outdated or there will be abundance of Data scientist? How about Videos on Data scientist as a freelancer. thanks again.","{'neg': 0.018, 'neu': 0.824, 'pos': 0.158, 'compound': 0.8845}",Positive,0.25833333333333336,77
Thank you so much .. very informative now I have some clarity on how to proceed with my data science course,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",Positive,0.3,20
basic statistics is enough? I'm doing a masters in engineering and I felt like I didn't know enough stats.  Good to know it doesn't go to deep in the real world.,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6597}",Positive,0.4041666666666666,34
بنتى الفرقة الأولى حاسبات ومعلومات كانت علمى علوم مش فاهمة أى حاجة عن الmath zero أتمنى لو حد عنده نصيحة أو لينك للتعلم عن طريق النت يكتب لى وجزاكم الله خيرا,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,31
Which keyboard and mouse are you using?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,7
"Hey Ken, I am a newbie in data science. I have a background in biological science and would like to merge conservation with data science. I am not new to analysis but I wish to advance my analytics skill and influence decision-making from my analysis. Thank you.","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8201}",Positive,0.45454545454545453,47
Sir i am from India🇮🇳 your new subscriber  I am from commerce background and wanna learn data science but  it Very difficult for me to lern statics pleee give me some Spasific topic that help me and i am not do more theory,"{'neg': 0.082, 'neu': 0.84, 'pos': 0.078, 'compound': -0.036}",Negative,0.6515151515151515,44
How do I know that my knowledge is enough for grab some projects?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5,13
"Hey man, really appreciate your videos. I've been following you around for awhile and your videos helped me alot. I am a fresh graduate who recently obtain a data analyst job with DXC. Just wonder if this is the right path to become a data scientist? And any suggestions on the career path would be greatly appreciated. Thanks in advance!","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.9073}",Positive,0.2693877551020408,61
The kaggle competitions + courses are great.,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",Positive,0.75,6
Actual https://youtu.be/ZAkdZcx66Lw thing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.1,4
Sir is udemy a good platform for learning data science... I just finished the data science course... There.. So slowly should I start doing real life projects?,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}",Positive,0.43333333333333335,27
Awesome !! Thank you!,"{'neg': 0.0, 'neu': 0.211, 'pos': 0.789, 'compound': 0.8164}",Positive,1.0,3
https://youtube.com/shorts/tolsqjFTh8g?feature=share,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,3
"I'm a total newbie. I need all the details i can 
get. Thanks","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",Positive,0.475,14
"I've learning data science for about 3 months now. My biggest problem was one those you mentioned in the beginner mistakes video : studying too much theory, trying out too many different courses . Your videos are great , man. Really helpful. Thanks. It made me more confident about making mistakes and trying out new projects . Not just kaggle , other more difficult platforms too.","{'neg': 0.137, 'neu': 0.681, 'pos': 0.182, 'compound': 0.6566}",Positive,0.5094065656565657,62
"I know this video was published over a year ago
But I need your advice on this
I'm a fresh graduated biochemist and I like data science field and want shift careers to it 
Would it be easy to me to get a job in DS without academic learning just self learning?","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.8885}",Positive,0.4444444444444445,53
I will like to become a data scientist in one year,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",Positive,0.0,11
Hi can I know which design Under Armour shirt you're on? It looks really nice !,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5244}",Positive,1.0,16
"Hi ken jee, thanks for this beneficial video, I am done learning python, presently I am learning data analysis with python but my main aim is to become a data scientist.","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4404}",Positive,0.17777777777777778,31
"Hi 
I completed my masters 2 years back and I didn't work after that.. is it good to choose data science as a beginner without experience and a gap?
Will I get a job after doing some courses?","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.504}",Positive,0.30000000000000004,39
"Hey guys, I am starting my journey in Data Science and like to connect with other people. My plan is to make a certified Course in Data Science with exercises for the portfolio. Anyone here likes to join that journey to share experiences and discuss some interesting topics? I am really happy for every joining guy :)","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9545}",Positive,0.595,56
"Ken, you should learn Sign Language next. You are most gesticular when you speak. That's a compliment by the way. Great stuff.","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.802}",Positive,0.4166666666666667,23
"I work in the medical field, I graduated as a Medical Doctor in my country of origin,  but don’t practice since I moved to the US. I’m looking to integrate my medical knowledge into informatics, analytics, data, software tools, digital health, health information technology, data analysis, etc.  How can I achieve this? Is there a shortcut? Trying to direct my career path to the digital world but without having to go back to school for another 5 years 😂","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.05714285714285715,83
I have a degree in Health Informatics is studying data analytics would be helpful for me?,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",Positive,0.0,16
"What are prospects of Data Science as a second career, I mean is age a constraint to get a break in this field?","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",Positive,0.34375,23
"I'm studying Economics in College, probably my last year. I've been an Intern in Finance for ~3 years now (two different companies, also two different roles) and have just began feeling really interested in Data Science. If I could start over, I would pursue an internship in the field. I hope I can learn it and maybe even work with DS in the future. It is so much fun.","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.8742}",Positive,0.34861111111111115,71
"01:20 - 1) Learn programming in python or R 
01:40 - 2) Learn basic statistics for data science 
01:58 - 3) Start projects as soon as you can (Kaggle)
03:28 - 4) Take notes on what algorithms and packages others use
03:46 - 5) Learn the source code for the algorithms and try to implement them from scratch
04:48 - 6) Work on more advanced projects where you collect your own data or use advanced concepts like deep learning, nlp, or computer vision.","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.7956}",Positive,0.5375,77
So data science is only a minor in my university. Should I major in math or comp sci. If I can't get a new grad job as a data scientist wouldn't a comp sci major be a safe option?,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4404}",Positive,0.5257575757575758,41
am gd at math....but not at PHY and chem .... my university gave me an option to choose between information technology and data science...which one will be better for me to choose among them?,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4404}",Positive,0.5,35
Putting a nice photo to cheat people into watching a no quality video! Youtube should have a 'I wasted my life' button as well!,"{'neg': 0.301, 'neu': 0.535, 'pos': 0.164, 'compound': -0.6229}",Negative,0.5,24
May i ask you something; i know it is a little bit silly but what do you exactly mean when you say :  built your own portfolio? Thanks!,"{'neg': 0.04, 'neu': 0.808, 'pos': 0.152, 'compound': 0.619}",Positive,0.6525000000000001,27
Okay this probably is dumb question but what is the song playing in the intro? :D I might have heard it somewhere.,"{'neg': 0.076, 'neu': 0.6, 'pos': 0.325, 'compound': 0.7935}",Positive,0.6666666666666666,22
"Iam poor at mathematics, will data science be right for me?","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",Negative,0.5678571428571428,11
Great video Bud. I really appreciate it !!!,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.8389}",Positive,0.475,7
I have started exploring on kaggle. The countless different ways people solve their problems can be so overwhelming. It's like an endless ocean. Any tips on how to overcome this?,"{'neg': 0.081, 'neu': 0.782, 'pos': 0.137, 'compound': 0.2177}",Positive,0.7125,31
"Hello. Great Advice Ken!
I am an Industrial Engineer that got into Data science by my senior year. Honestly I have not completed a single project as of yet. Now I am taking it more seriously and organizing a proper plan to achieve my goal of being a data analyst and then a  scientist.
Currently I am learning Tableau and how to do Data Analysis on it, while I plan to put a single day of every week on a data science project and finally come out to be a Data Scientist InshAllah","{'neg': 0.023, 'neu': 0.893, 'pos': 0.085, 'compound': 0.7506}",Positive,0.5272486772486773,93
"so helpful and informative, your video. so i do get bored at learning before applying, instead i prefer learning on the go. with said, how do i find data science project to learn from if you may guide me? thank you","{'neg': 0.055, 'neu': 0.815, 'pos': 0.13, 'compound': 0.4989}",Positive,1.0,41
Any possible combination for being a data analyst  after doing ACCA ?? Please reply.,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.3939}",Positive,1.0,13
"Nice video, but I do feel the need to mention Annie Duke is a scammer","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",Positive,1.0,15
Sir want your guidance. I just passed my high school. Can i apply for data scientist or data analytics through online courses or should I have degree.????????plz ans,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.3094}",Positive,0.5399999999999999,29
"The fact that you just said , ""the first thing to know is programming"" shows the level or lack of your mathematical understanding behind the concepts of something which might seem to be as trivial as linear regression. However, most if not all credible data scientists know the complexity of math behind the aforementioned concept , ranging from intercept interpretation to exchanging penalties with constraints in regularized models which will branch out to more non linear models like svm's using KKT theorem.. Please stop misleading people like this...
Regards,
A novice Data Scientist.","{'neg': 0.084, 'neu': 0.842, 'pos': 0.074, 'compound': 0.0}",Neutral,0.4291666666666667,92
"Hey,
I have submitted my PhD . I am from bioinformatics background. I want to get into Data Science. Can you suggest me projects or a post doc experience to start off. I have previous knowledge of biostatistics, python , R. Which I am working on again to be ready . Thanks for such beautiful explanations and making things easy to grab through ur channel though.","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.91}",Positive,0.5333333333333333,63
Thanks Ken!,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.4926}",Positive,0.2,2
I just came across your channel - you are awesome for sharing this information! Hopefully I can get to this one day :),"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.9168}",Positive,1.0,21
"I don't have CS degree background 
Can I become data scientist ?😕","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,13
"Sir if i have 4-5 years of experience as business analyst, can i become a data scientist?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,17
Is the whole series of kaggle learn sufficient to start competition at Kaggle?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.4,13
"I really want to learn data science because I find it really fascinating and I want to become a data scientist when i grow (im still in school tho but I want to learn basics)
But I'm confused whether should I start learning python or statistics
If would be great if someone told me!","{'neg': 0.052, 'neu': 0.722, 'pos': 0.226, 'compound': 0.8347}",Positive,0.625,55
"Awesome video. But, caveat is not a verb.","{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.3716}",Positive,1.0,8
"1 MILLION VIEWS!!

Congrats Ken on your first video hitting 1 million views!!

To anyone who stumbles across this video, I would NOT have recently obtained my data science job if it weren't for Ken's YouTube tutorials! 

If your trying to break into data science, SUBSCRIBE to this channel now!!  It is your one stop shop that'll teach you everything even if you're starting as a beginner.

 I'm living proof and if I can do it, so can you!!","{'neg': 0.028, 'neu': 0.914, 'pos': 0.058, 'compound': 0.5216}",Positive,0.22777777777777775,84
Thanks for this video Ken. I almost gave up on data science but that's because I understood how bad my approach was after watching this video. Will try it your way and I'm sure I'll make progress. Thanks!,"{'neg': 0.098, 'neu': 0.639, 'pos': 0.263, 'compound': 0.7901}",Positive,0.4888888888888889,41
"Dear bro,             i like your explanation of things alongwith you back daily routing chart.

good day bro and going.............","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.7906}",Positive,0.20000000000000004,19
Great. Liked the clean chart about 'Plan of Action'. Good.,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.91}",Positive,0.5900000000000001,10
"Hello Ken,
May the Creator bless you, Amen.
I am 57 and need advice for starting over.
Academician, Trainer, Finance, and IT with degrees in Physics and Information Systems (we worked on IBM-4330 series machines, using COBOL) back in 80s.
Did substantial coding jobs (GW-BASIC and Foxbase 1990-2002, sometimes working through entire night). 
Reasonable good with numbers, Arithmetic, and Excel. 
Done some consultancy work in the areas of Banking and Finance for Asian Development Bank.
I think I can put in 4-5 hours every day.
Goal - International Consultancy by July 2022.
Need Brutal analysis, please.","{'neg': 0.04, 'neu': 0.836, 'pos': 0.124, 'compound': 0.7717}",Positive,0.365625,95
I've done my graduation in IT and I plan on doing data science. I'm going to pursue masters in computer science and pursue data science through online courses...what do u think of that,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,36
"Congrats for 1M views! Many more to come, discovering your channel has been a blessing for me:)","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.784}",Positive,0.6666666666666666,17
I'm very new to this but noticed you mentioned R for sports which is relevant to my interests. Is this for things like advanced analytics teams use or gambling models? Thanks for the video!,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.908}",Positive,0.5727272727272728,35
"Hi Ken, how do you go about asking the right questions and formulating good problems to solve when you come across a new domain? Would love to know your process","{'neg': 0.074, 'neu': 0.683, 'pos': 0.243, 'compound': 0.7351}",Positive,0.5475649350649351,30
"I'm trying so hard everyday , as day passes I feel I forgot what I have learnt  ,I have already at it for a year and have a Post Graduate once I have completed ML and NLP but still not confident and cannot recall mainly NLP concepts , yet to do Deep Learning...really tough time , but I'm sure If I keep on at it I will crack it !! In three months my goal is to revise some 10 projects and deploy using flask ,testing in postmaster , exploring hiroku , NLP and Deep Learning will definitely down my life  for sure !! But doing all this with a full job is even more horrible and keep drowning me ......","{'neg': 0.106, 'neu': 0.817, 'pos': 0.077, 'compound': -0.5473}",Negative,0.6198717948717949,117
Congratulations for 1 Million views 👏🙌,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}",Positive,0.0,6
I studied BBA(UG) can i study data science,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
woooo!!! 1 million views. congrats!,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.6776}",Positive,0.0,5
