comment,sentiment_scores,sentiment,subjectivity,word_count
"Great Video! I stumbled upon your profile through Stefanovic > Luke Barousse to you. I have done a bachelor's in mining engineering and have been working as project manager for various IT relevant projects of mining provincial sector of Pakistan for more than 7 years now. Now I have picked up DS as my major for masters as I have been linked with IT and data for quite some time now. I have started learning Python and have gotten admitted in a master's program in DS starting Feb 2023. I am planning to follow your 66DaysofData challenge too to start my new journey. DS is quite overwhelming, but your videos make it sound intriguing and adventurous. 
I am switching my field from mining engineer to project manager to a data scientist now. Please share your insights on switching careers to DS and having any age limitations (if any) when it comes to getting rewarding projects and jobs relevant to DS.","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.9489}",Positive,0.6388111888111889,161
"Want to learn
1. intro to programming
2. python
3. Projects
😅😊","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",Positive,0.0,12
thank you  for  Realistic words about  learning process Data science.I immense me  to  follow you day by  day  for  self  growth  towards Data Science,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6249}",Positive,0.6666666666666666,24
"Thank you!  Great place for me to get started!!!
inspirational framework","{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.9015}",Positive,0.875,11
"my main issue is: I work on making reports on excel. Right now i am embarking on a big one-man project to make more reports on excel. Completely on my own, I am the only report making guy on my team.
I keep thinking ""I bet I could do this better if i was a programmer"", but I just... keep finding solutions to my problems in excel. And just keep default-ing to excel time and time again. My motivation to wanna learn to program is this blurry idea of ""I bet a programmer could do this better"", but my concrete idas of what i wanna do I always find a way to make it work on excel, I am very create on my problem solving in excel.
But I don't wanna stay in excel. I know progress will crush me, I will become obsolete, any minute now. I need to move forward and learn proper data science. I just struggle to get motivated cuz all my projects end up working just in excel.","{'neg': 0.083, 'neu': 0.669, 'pos': 0.248, 'compound': 0.9869}",Positive,0.46991341991341984,177
"Brilliant video, very clear and concise Thank you 🙌🏽 Sub!","{'neg': 0.0, 'neu': 0.425, 'pos': 0.575, 'compound': 0.8585}",Positive,0.6994444444444444,10
Is it advisable to learn data engineering for data science?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,10
Good video,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive,0.6000000000000001,2
"Sir can we become a data scientist or analyst with majors in mathematics or statistics, or do we need a computer science degree?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,23
"How or where does a career like this tie into healthcare?  Specifically,  surgery?  Surgery of any specialty?  Or the functioning patterns of operating rooms?  I have worked in surgery for 26yrs. I want a career change. And I think my past experiences and knowledge can help some where.","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.755}",Positive,0.25,48
I'm pivoting to data analysis/ science and my passion is Supply Chain & Logistics (and more broadly Industrial Systems). This road map was super helpful. Thank you!,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.9098}",Positive,0.4930555555555555,27
365 data science or datacamp?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,5
"The hardest thing for me is knowing when I've learned enough to actually get a decent job where I'm not starting back from the bottom. I started my career as engineer doing predictive health monitoring for aircraft components and picked up some basic machine learning regressions with matlab's toolboxes. Then I got really heavy into statistics and got my six sigma black belt to help with R&D and process monitoring of additive manufacturing. On the side, I started using Python to build a few different helpful models, but the main one has been a motocross/supercross race result predictor that uses xgboost and the bradley-terry model; I post the results as a way to bring people to my side hustle's site to buy other products; the model does really well. With all that, I still find myself uncertain when looking around at jobs","{'neg': 0.02, 'neu': 0.93, 'pos': 0.049, 'compound': 0.4659}",Positive,0.31025641025641026,147
"I’m pretty much a blank canvas at this point and feel like I am on something of a time crunch. I’ve been able to learn pretty quickly with what I have researched, but I feel like I’m learning any other language in the wrong way. It’s one thing to know how to say “the dog walked to the park” in a random language. It’s another thing entirely to express my own thoughts in said language. I could learn the grammar and the words by reading, but I would only become able to read it at best. I need hands on projects to work on. Not only to help me learn but to create a portfolio.","{'neg': 0.058, 'neu': 0.797, 'pos': 0.145, 'compound': 0.8629}",Positive,0.675,127
"my Roadmap:
python
Kaggle project learning by imitation
learning math concepts while doing projects
Learning algorithms after learning probablity
start doing my own kaggle projects based on random datas i get 
practice projects untill excellent progression nearing perfection
take up either sql or image processing or probably cryptography??","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.8299}",Positive,0.625,48
quite easy to get overwhelmed by the sheer randomly spread out topics choosing what to learn very superficial and what to master,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5256}",Positive,0.5958333333333333,22
"As someone with an artistic background and amateur interest in many scientific fields, am I totally off-piste with looking into Data Science if I'm interested in moving towards a path of focusing on the visualization of different data sets? Is what I envision even a thing? lol. Any advice appreciated","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.9034}",Positive,0.5499999999999999,51
"Totally new to data science, have not even started learning anything as yet- reason why I watched your video. Ps very enjoyable. Hereafter, I'll remember what you said: write down my goals, but keep evolving them as I learn","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.2724}",Positive,0.5078114478114478,40
What an amazing and helpful video!!! Thanks a lot dear Ken,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.9182}",Positive,0.55,11
"Thank you, Ken! Very helpful)","{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.4199}",Positive,0.3,5
"Hi Ken, kudos for you clearness about how to get started with data science! 
How about the age to start with? 
Do you think that middle age people (40's) who come frome a very different environment (let's say life sciences for example, with 0 maths or statistics) are capable of begining the journey and landing a data science job without spending many years to be ready to apply for one?","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.8423}",Positive,0.43600000000000005,72
really great video. Im now addicted to his sexy voice,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8313}",Positive,0.7833333333333333,10
really great video. Im now addicted to his sexy voice,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8313}",Positive,0.7833333333333333,10
"Ken, I keep coming back to this video, not only for the excellent advice on both the learning path and the learning mindset to have, but to the beautiful scenic drone and Go Pro-type footage. It's such a beautiful tropical place. Where is it?","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.9331}",Positive,0.75,45
I am just researching this subject and trying to understand.... What I learned is Data Analytics gradually merges into Data Science the more you incorporate probablity/statistics and math algorithms....   Does that sound accurate?   So get a solid foundation in Data Analytics first . It will be your strong foundational base.,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6344}",Positive,0.5041666666666667,49
"Data science is a practice, but there are some concepts you need to learn to just get started. Reminds me of that famous saying "" How do you get to Carnegie Hall? Practice practice Practice.""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,1.0,34
"appreciate it :)
actually, it mitigate a little bit my anxiety in terms of ""OMG I need to learn ML within very close future, but I'm under ground zero level""
yeah, so first goal is the ground zero, next 1st flor but in the middle aprox 20 smaller stair steps
but most important is to DO it in endless itterations :D","{'neg': 0.018, 'neu': 0.767, 'pos': 0.215, 'compound': 0.9277}",Positive,0.4698717948717949,61
how much do you earn per project on average ? and how much time does one spend on a project?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.26666666666666666,19
Does Data science includes machine learning??,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
Thank you Ken. Great advice!,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.784}",Positive,0.75,5
Love these videos. You can make new version of these info videos every year and always be relevant. 👏👏👏,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}",Positive,0.6515151515151515,19
"Hii! I'm looking for a little guidance
I took a bachelor's degree in mathematics and my current goal is to become a data scientist
In my 1st semester I learnt the python basics
A few months ago I had an internship as a data scientist where I did a classification project (in Python) and I just loved it. However, my coworkers knew little to no Python and only worked in SAS or R
Now, in my 6th semester, I learnt C (for an algorithms and data structures class), SQL (for a databases class) and some R (for applied statistics)
I love to programme and therefore I'm thinking of, in the future, going more into the computer science field but for now I would like to progress as a data scientist. Any advice you (Ken or anyone) have on what steps I can take next? I know Ken has a ton of advice videos but I feel like I have a very particular case and would love to hear some opinions and other's experiences","{'neg': 0.009, 'neu': 0.861, 'pos': 0.13, 'compound': 0.9678}",Positive,0.45641025641025645,177
"Reeatching 5 months later. I failed to learn python/pandas. Can I change for R? I try to start a few days ago, looks good to me.
Ken, to be honest, I prefer Java for programming. I am a computer science student. I use Linux and just open source software, I recuse pirate software.","{'neg': 0.067, 'neu': 0.808, 'pos': 0.125, 'compound': 0.4404}",Positive,0.39999999999999997,53
"Thank you for sharing your precious experience with us. I wanted to ask if there is any age barrier for working in the field of data science, is there any limitation for getting recruited as a data scientist ?!","{'neg': 0.082, 'neu': 0.711, 'pos': 0.207, 'compound': 0.7644}",Positive,1.0,38
My four years old boy made me write this :  why you have that dinosaure lamp on your desk?!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.2,18
"Thank you for this video, Ken. New Sub, aspiring Data Analyst. Will binge watch your vids. 😀","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",Positive,0.45454545454545453,17
Thank you for sharing your experience! I just got an internship to be trained as a data analyst and learning Data Science basics. I felt so lost as a person in their mid-thirties feeling like my previous Psychology BS degree with English/Math minor was worthless. Your video has given me hope that I can obtain this knowledge with a bit of planning and goals.,"{'neg': 0.085, 'neu': 0.735, 'pos': 0.18, 'compound': 0.6809}",Positive,0.4222222222222222,64
thank you multiverse Ken...,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",Positive,0.0,4
I don’t know why you put turquoise water clips in between your sentences but for some reason I like it so much!🤩,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5635}",Positive,0.0,25
"currently 16 and will be breaking into this field with 0 knowledge of it all. all i have is my computer, a pencil, a notebook, and the internet to help me get started. love that people offer these services for free.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8807}",Positive,0.6,41
"Thanks a lot. I decided to go with the Google Data Analytics
I'm currently on week two of the Google Data Analytics course
Your donation towards my certification is highly appreciated here>>https://www.paypal.com/donate/?hosted_button_id=DZ7W3VEXS3L98","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7574}",Positive,0.23333333333333336,36
thanks for the valuable wisdom,"{'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.8555}",Positive,0.2,5
Brilliant! I wish I had seen this when you posted this. So many great resources! Thank you for sharing. Definitely subscribed!,"{'neg': 0.0, 'neu': 0.397, 'pos': 0.603, 'compound': 0.9626}",Positive,0.6875,21
"Path…
1. Coding (Python)/ SQL
2. Do projects on Kaggle 
3. Learn Statistics  
4. Learn algorithms (classification, regression)
5. Do projects again… (start from interesting projects and goes towards complicated projects )
6. Deep learning (computer vision) >> depends on interest
7. Projects projects projects","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.6908}",Positive,0.6333333333333333,43
Very informative indeed.thank you so much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.25,6
"""We also get mentally tired"" > so true","{'neg': 0.252, 'neu': 0.434, 'pos': 0.314, 'compound': 0.1819}",Positive,0.675,7
"Hi Ken jee    . 
 if i want to switch into Data science then should i keep fake experience or can i go like  fresher ? coz currently iam working as software tester.","{'neg': 0.1, 'neu': 0.777, 'pos': 0.123, 'compound': -0.0772}",Negative,0.7,30
"Hey Ken, Thanks a lot for the video.
Of all the confusion which now seems to be a bit clear of what I need to learn, the challenge now is to manage time along with work & prioritize the learnings as couple of things are needed parallelly. Example: Planned on learning Advanced SQL | Python for DS & if I want to build projects it's a bit of challenge when working a full time job. 

I kind of know the answer that It's my life & I am the one to sort it but, just sharing as I am going off the track sometime by doing nothing.","{'neg': 0.016, 'neu': 0.86, 'pos': 0.124, 'compound': 0.7783}",Positive,0.4388888888888889,105
Can I learn python on a iPad or do I need a actual Microsoft laptop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.1,15
"I'm learning Python 3 and i've reached a peak on the OOP part. Someone told me that i shouldn't wait to learn all of it, but to stop where i am and yo start learning sql now. How do i know the point where is enough to go to the next thing?","{'neg': 0.057, 'neu': 0.918, 'pos': 0.024, 'compound': -0.3818}",Negative,0.25,55
Thank you so much specially for putting this video out.,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",Positive,0.5714285714285714,10
Look to use data science for privet equity. Has anyone have advice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,12
"Thank you for your kind words for how to start on the path of data science. Glad to say I had already a list of short course and webinars I have completed and a list of one's I wish to advance up too. I to completely agree on what I call ' cut and paste and make it my own' version of projects in python. After doing a very poor course in  python I stumbled my way through to taught myself by doing just as you said in your video, that opening a screen and just typing it out and running it. I am visual person so makeing it my own by styling was how I learnt the best. Loving the colour or direction of xlable I could control, my understanding and interest peaked. This then grew into wanting to graph better results, more complicated, while, ifs, else all started to become tools. Now seeing the hurdles at the start to the hurdles I over came I'm so proud to complete my course as I know I can build from this, I never know it but I know I can do it... Reminds me of cooking when I first left home, you just keep getting better the more you try and read up on it.  If your at the start of your data career good luck.","{'neg': 0.017, 'neu': 0.838, 'pos': 0.145, 'compound': 0.978}",Positive,0.5981666666666666,227
“Learning Data Science is a lifelong journey.”——What a great quote I've heard for today,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}",Positive,0.675,18
"I have serious issues with self-learning new stuff from scratch (org skills, procrastination, concentration, motivation etc.). Would you then rather recommend doing a 2-year long MSc. in Data Science (part-time, with intro semester with all basic stuff, such as Python, statistics, math etc.), or attending a part-time bootcamp for 9-12 months (I have a BSc. in Urban Planning, so not really someone from the field...)? The MSc. would be a couple of K Euros cheaper than the boot camps (I'm in Europe). Thx!!","{'neg': 0.016, 'neu': 0.887, 'pos': 0.097, 'compound': 0.7707}",Positive,0.3351731601731602,84
like your voice,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",Positive,0.0,3
"I watched the video so many times to stay motivated.
2 months since I started, hope I can jump into doing my own projects soon.","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.7096}",Positive,0.75,25
As a non-science background how can I start? I am overwhelmed by lots of resources.,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0516}",Positive,0.0,15
Very informative! Thank you,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.4714}",Positive,0.3,4
Hi! I just got accepted to ucla for data theory major(transfer). I leaned c++ in community college and have little bit of computer science background. Do you think it is better to go to grad school to become data scietist? I’ll self-teach python before I attend ucla.,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.6476}",Positive,0.5,50
7:13 u made a mistake the probability theory lol,"{'neg': 0.235, 'neu': 0.49, 'pos': 0.275, 'compound': 0.1027}",Positive,0.7,9
Thank you Ken!,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4199}",Positive,0.0,3
"Hi Ken Jee,

Hope you're doing well! Would appreciate your thoughts when you have a free moment.

I am in the US, NYC area, looking to dabble in Data Analysis specifically for applying to Financial Planning 
Specifically for visualizing data and using Data, Factor Analysis similar to PortfolioVisualizer when looking at stock market return data series, with the longer-term goal of eventually simulating systematic stock market factor-investing strategies. 

I already have a strong understanding of the Finance Theory behind these quant strategies, however, I don't have knowledge of the Ddta side. I'd like to acquire that knowledge in order to apply it in my own projects and in mimicking others'.

Can you provide some direction?
My current assumption is that R would possibly be more suited and in demand than Python for my specific industry. Unfortunately I'm not sure what specific topics I would want to investigate in order to gradually expand what I can analyze within stock market data.

Thank you in advance for your time and assistance!","{'neg': 0.033, 'neu': 0.835, 'pos': 0.132, 'compound': 0.9487}",Positive,0.5156565656565657,173
"This is how all videos should be, helpful and wholesome. Thank you.","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}",Positive,0.0,12
"Hello Ken, thanks for your video! It’s really informative. I have some questions though. Will you consider R as a coding skill? I started learning coding through R, I learnt a bit of Python but I use it when necessary. So R becomes my ‘first language’ when comes to writing scripts. Would this drive me far if I continue doing data science-related work? Or should I start transitioning into using Python?","{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.418}",Positive,0.5466666666666666,75
one thing I love about computer science in general is that you don’t stop learning but advancing your skills and knowledge,"{'neg': 0.072, 'neu': 0.811, 'pos': 0.117, 'compound': 0.25}",Positive,0.55,23
Great video. Thank you.,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.765}",Positive,0.75,4
"Hey Ken, thanks for this video! I have a question though: how do I learn the math part? Are there any courses for that? I already have a background in coding","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.5502}",Positive,0.2,31
"I always had that one question in my mind,  i have so many sources to learn data science from YouTube, websites , apps further more.... I stuck in this infinity loop .. Do i need to select one particular source ?? Or learn flexibly??","{'neg': 0.047, 'neu': 0.876, 'pos': 0.077, 'compound': 0.3094}",Positive,0.4583333333333333,41
Hey Ken i am engineering college student just asking if 1.5 hours daily is ok or should I have to spend time daily? BTW your video was very helpfull for me who is just starting to learn data science.,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.296}",Positive,0.18,39
"Nice video!
Pretty sure the lots focus at 4:35 is intended :p","{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.8748}",Positive,0.9722222222222222,12
"This has helped me tremendously! I'm a database coordinator and I feel so clueless at times because I don't know enough about this subject. I will definitely take your advice about setting smaller goals. At first, my goal was to take all of these courses, get certified and that would be it. But, now I know that this is a process and learning data science is continuous. I now have a more clearer picture of what my path should look like. Thank you so much! You just gained a sub!","{'neg': 0.023, 'neu': 0.837, 'pos': 0.139, 'compound': 0.8887}",Positive,0.48333333333333334,92
"Agree on Pandas. To be effective at getting value out of data, it seems (to me anyway) that learning what Pandas can do is more beneficial than learning to create your own (likely worse) implementation. 

I spent a summer internship doing poorly what I could have done much more easily and robustly if I looked into what I could do with pandas. 

But I came from a background of c++ courses in college, and was not used to the approach of learning to effectively use tools that were out there for the public like pandas.","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.9336}",Positive,0.618181818181818,95
"Is Datacamp OK to learn also?
I've already subscribed to their courses","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4466}",Positive,0.5,13
This is such solid advice for a complete newbie like me. I’ll start looking at the resources you’ve provided. Thank you!,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.7088}",Positive,0.3333333333333333,25
Sir can you tell me how can i find any website data,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,12
"I want to become a data scientist working in the finance domain (I am not sure which division specifically for now, but I am sure its in the finance space). I know the basics of python for data science (pandas, numpy, etc) and I have done a few projects on kaggle. However, I am going to soon pursue a masters in data science and I am worried about the math. How much math is really required for data science? Intuitively, I understand why statistics plays a big role, but what about linear algebra and calculus? Like, how much of those do you need and what specific topics / learning objectives should you know before you can confidently say they are sufficient? (Sufficient to be a data scientist)

Also - I understand that data science is a huge field and different parts of data science requires different skillsets, but I am looking to be right in between data analysis and machine learning. I am very much interested in machine learning, but then again, i don't want to go too deep into it considering my calculus isn't as strong. 

Any advice is much appreciated! Thank you for your time in advance!","{'neg': 0.05, 'neu': 0.813, 'pos': 0.137, 'compound': 0.9582}",Positive,0.4650093370681606,199
First suggestion was spot on!!!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.3333333333333333,5
Sound is not working,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.4,4
"Everyone: SQL is easy
Job: ""A thousand subqueries descend upon you...""","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",Positive,0.8333333333333334,11
"Very informative and clear video..thanks Ken Jee..
What would be your advice to someone who has no tech experience at all but who want to get into data science/data analyst?","{'neg': 0.05, 'neu': 0.844, 'pos': 0.106, 'compound': 0.1979}",Positive,0.3416666666666667,31
"I would be interested in what can I do to continue learning Data Science. Because I am not beginner by any measure; I've finished BS in General Math (and tried to focus on stats and data science at the time), I've had job directly connected to data science and am doing data science in my current job. But it makes it harder to progress, because now, while you do know something (basic math, basics of Python, scikit, numpy, pandas, basic ML knowledge...) there is so much more you don't know, and it's not at all clear where to go from now...","{'neg': 0.027, 'neu': 0.919, 'pos': 0.054, 'compound': 0.4164}",Positive,0.3259259259259259,105
I like this years ken! ;),"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.5707}",Positive,1.0,5
"Hey ken
I was wondering what you thought about data science being more automated in recent times with data iku and if you think it is still a career worth pursuing.","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.2263}",Positive,0.2833333333333333,31
I've been learning ML every day for 10 hours. Everythink will be ok,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",Positive,0.5,14
"Hi Ken, I have been lost not knowing what to do with my life. I have always be leaning towards coding and business but had difficulty combining both. Imagine the relieve I felt when I learnt about data science. I am just beginning my journey and am grand I have somewhere to seek guidance. Thank you","{'neg': 0.079, 'neu': 0.747, 'pos': 0.174, 'compound': 0.775}",Positive,1.0,56
